target_span_deg,status,certificate_profile_name,usable_span_deg,span_error_deg,min_abs_dq_du,mean_abs_dq_du,max_abs_dq_du,std_abs_dq_du,worst_certified_margin
95.0,certified_primary,canonical_monotonic_branch_v1,94.81843938118482,0.18156061881518326,0.1377636112110373,0.39575093397100713,0.5216293712508843,0.1098678508868786,0.025906008597023078
135.0,certified_primary,canonical_monotonic_branch_v1,135.04059882111412,0.04059882111411639,0.12811288941464605,0.4849776072226157,0.7296006333853501,0.20048808473062596,0.026184029098320405
145.0,certified_primary,canonical_monotonic_branch_v1,145.1503802467081,0.1503802467080959,0.08013178071451985,0.528471526462082,0.8591926482581967,0.2882810448087089,0.02328672003456056
150.0,certified_primary,canonical_monotonic_branch_v1,150.16323054083838,0.16323054083838429,0.08525756699586044,0.5560892717530288,0.8774835635260888,0.2885136245140012,0.02506699761729081
175.0,boundary_stress_only,canonical_monotonic_branch_near_limit_v1,174.8834395825301,0.11656041746991264,0.1071275703134304,0.4913257724842588,0.7817071523448239,0.2155544904606817,0.001896534681445683
